Time,Position->,Joint 1,Joint 2,Joint 3,Joint 4,Joint 5,Joint 6,Velocity->,Joint 1,Joint 2,Joint 3,Joint 4,Joint 5,Joint 6,Current->,Joint 1,Joint 2,Joint 3,Joint 4,Joint 5,Joint 6
0.767879936,,1.994665146,-1.7751115,0.40381071,-1.772991959,4.746997833,3.051418543,,0.047962468,-0.063046612,-0.259204417,0.023081617,-0.008868326,-0.259578317,,-1.145565152,-1.324910045,-1.230754018,-0.073201977,-0.016775453,-0.135728672
0.775869952,,1.995025158,-1.77561504,0.401764423,-1.772919957,4.747034073,3.049384594,,0.046875898,-0.059083827,-0.260252625,0.013997575,-0.023920514,-0.249847129,,-1.156774282,-1.360779047,-0.97742939,0.036600988,-0.393460631,-0.248581707
0.783960064,,1.995420456,-1.776046578,0.399633825,-1.772656266,4.746878147,3.047410488,,0.043782368,-0.057626545,-0.26058498,0.027491814,0.003978763,-0.253082871,,-1.185917735,-1.414582491,-1.013298392,0.015250412,0.114378087,-0.086927347
0.79195008,,1.995755672,-1.776514832,0.397562802,-1.772537057,4.746901989,3.045329094,,0.043807935,-0.054890946,-0.257555366,0.016202673,-0.044413541,-0.256438464,,-1.143323421,-1.448209643,-1.147807002,0.096077591,-0.32788384,-0.22723113
0.79995008,,1.996103764,-1.776946847,0.395456582,-1.772357289,4.746914387,3.043258905,,0.039512791,-0.050749198,-0.258041143,0.026820697,0.003571299,-0.259578317,,-1.102970839,-1.53788209,-1.033474684,0.122003295,0.059476607,-0.239431471
0.808140032,,1.996463299,-1.777342621,0.393361956,-1.7721656,4.746806622,3.041201353,,0.036815539,-0.04934305,-0.256750047,0.014261228,-0.044149887,-0.256438464,,-1.109696269,-1.555816531,-1.172466874,0.108277924,-0.21198073,-0.051851399
0.815919872,,1.996703148,-1.777774159,0.391231388,-1.772057835,4.746818066,3.039155006,,0.034821365,-0.045623146,-0.255663484,0.01670601,-0.007669904,-0.251213342,,-1.082794547,-1.531156659,-1.134356141,0.173854694,-0.007625206,-0.245531633
0.823859968,,1.996991158,-1.778062169,0.389113188,-1.771926228,4.746734619,3.037109852,,0.030117156,-0.044971205,-0.25476864,0.016178705,-0.041513357,-0.259578317,,-0.98639667,-1.490803957,-0.84516257,0.070151895,-0.31110841,-0.118953213
0.831849984,,1.99723053,-1.778446023,0.387042165,-1.77190191,4.746734619,3.035027504,,0.031600006,-0.040535443,-0.253464758,0.007526094,0.021140173,-0.251333177,,-1.091761708,-1.497529507,-1.25765574,0.169279575,0.01372537,-0.272982359
0.839930112,,1.997470856,-1.778805558,0.385019451,-1.771758382,4.746638775,3.032969713,,0.025131719,-0.040100817,-0.253260225,0.017473001,-0.042879559,-0.258284032,,-1.082794547,-1.432516932,-1.094003558,0.015250412,-0.224181056,-0.251631796
